Año;Departamento;Municipio;Grupo_Etario;Sexo;Casos
2016;SANTA ROSA;NUEVA SANTA ROSA;50a a 59 años;Masculino;3
2016;SANTA ROSA;TAXISCO;50a a 59 años;Masculino;1
2016;SUCHITEPEQUEZ;MAZATENANGO;50a a 59 años;Masculino;1
2016;SUCHITEPEQUEZ;SANTO TOMÁS LA UNIÓN;50a a 59 años;Masculino;1
2016;ZACAPA;GUALÁN;50a a 59 años;Masculino;1
2016;ZACAPA;ZACAPA;50a a 59 años;Masculino;1
2017;CHIQUIMULA;ESQUIPULAS;50a a 59 años;Masculino;2
2017;CHIQUIMULA;SAN JUAN LA ERMITA;50a a 59 años;Masculino;1
2017;GUATEMALA;GUATEMALA;50a a 59 años;Masculino;3
2017;QUETZALTENANGO;COATEPEQUE;50a a 59 años;Masculino;3
2017;SANTA ROSA;SAN RAFAEL LAS FLORES;50a a 59 años;Masculino;1
2017;ZACAPA;SAN DIEGO;50a a 59 años;Masculino;1
2018;EL PETEN;POPTÚN;50a a 59 años;Masculino;1
2019;ALTA VERAPAZ;CHISEC;50a a 59 años;Masculino;1
2019;CHIQUIMULA;SAN JUAN LA ERMITA;50a a 59 años;Masculino;1
2019;GUATEMALA;GUATEMALA;50a a 59 años;Masculino;1
2020;BAJA VERAPAZ;GRANADOS;50a a 59 años;Masculino;1
2021;BAJA VERAPAZ;SALAMÁ;50a a 59 años;Masculino;1
2023;CHIQUIMULA;QUETZALTEPEQUE;50a a 59 años;Masculino;1
2024;EL PETEN;SAN BENITO;50a a 59 años;Masculino;1
2015;RETALHULEU;RETALHULEU;60a a 64 años;Femenino;1
2015;ZACAPA;ZACAPA;60a a 64 años;Femenino;2
2016;CHIQUIMULA;CAMOTÁN;60a a 64 años;Femenino;1
2016;CHIQUIMULA;IPALA;60a a 64 años;Femenino;2
2016;CHIQUIMULA;JOCOTÁN;60a a 64 años;Femenino;1
2016;CHIQUIMULA;SAN JUAN LA ERMITA;60a a 64 años;Femenino;1
2016;GUATEMALA;GUATEMALA;60a a 64 años;Femenino;3
2016;GUATEMALA;MIXCO;60a a 64 años;Femenino;2
2016;GUATEMALA;SAN JUAN SACATEPÉQUEZ;60a a 64 años;Femenino;1
2016;HUEHUETENANGO;SANTA ANA HUISTA;60a a 64 años;Femenino;1
2016;JUTIAPA;ATESCATEMPA;60a a 64 años;Femenino;2
2016;JUTIAPA;SANTA CATARINA MITA;60a a 64 años;Femenino;1
2016;QUETZALTENANGO;COATEPEQUE;60a a 64 años;Femenino;3
2016;RETALHULEU;EL ASINTAL;60a a 64 años;Femenino;1
2016;SAN MARCOS;MALACATÁN;60a a 64 años;Femenino;1
2016;SANTA ROSA;BARBERENA;60a a 64 años;Femenino;4
2016;SANTA ROSA;PUEBLO NUEVO VIÑAS;60a a 64 años;Femenino;1
2016;SANTA ROSA;SAN RAFAEL LAS FLORES;60a a 64 años;Femenino;1
2016;SUCHITEPEQUEZ;CHICACAO;60a a 64 años;Femenino;1
2016;SUCHITEPEQUEZ;SANTO DOMINGO SUCHITEPÉQUEZ;60a a 64 años;Femenino;1
2016;ZACAPA;GUALÁN;60a a 64 años;Femenino;1
2017;HUEHUETENANGO;MALACATANCITO;60a a 64 años;Femenino;1
2018;GUATEMALA;GUATEMALA;60a a 64 años;Femenino;1
2019;GUATEMALA;GUATEMALA;60a a 64 años;Femenino;1
2020;JALAPA;JALAPA;60a a 64 años;Femenino;1
2015;GUATEMALA;GUATEMALA;60a a 64 años;Masculino;1
2015;ZACAPA;GUALÁN;60a a 64 años;Masculino;1
2016;CHIQUIMULA;CHIQUIMULA;60a a 64 años;Masculino;1
2016;CHIQUIMULA;ESQUIPULAS;60a a 64 años;Masculino;1
2016;CHIQUIMULA;SAN JUAN LA ERMITA;60a a 64 años;Masculino;2
2016;EL PETEN;SAYAXCHÉ;60a a 64 años;Masculino;1
2016;EL PROGRESO;SAN ANTONIO LA PAZ;60a a 64 años;Masculino;1
2016;GUATEMALA;GUATEMALA;60a a 64 años;Masculino;1
2016;GUATEMALA;MIXCO;60a a 64 años;Masculino;2
2016;IZABAL;MORALES;60a a 64 años;Masculino;1
2016;JUTIAPA;SANTA CATARINA MITA;60a a 64 años;Masculino;2
2016;QUETZALTENANGO;COATEPEQUE;60a a 64 años;Masculino;2
2016;QUICHE;PACHALÚN;60a a 64 años;Masculino;1
2016;RETALHULEU;SAN MARTÍN ZAPOTITLÁN;60a a 64 años;Masculino;1
2016;SANTA ROSA;BARBERENA;60a a 64 años;Masculino;1
2016;SANTA ROSA;CUILAPA;60a a 64 años;Masculino;1
2017;ESCUINTLA;TIQUISATE;60a a 64 años;Masculino;1
2017;GUATEMALA;GUATEMALA;60a a 64 años;Masculino;3
2018;ESCUINTLA;MASAGUA;60a a 64 años;Masculino;1
2018;QUETZALTENANGO;COATEPEQUE;60a a 64 años;Masculino;1
2015;ZACAPA;HUITÉ;65a a 69 años;Femenino;1
2016;CHIQUIMULA;ESQUIPULAS;65a a 69 años;Femenino;1
2016;CHIQUIMULA;JOCOTÁN;65a a 69 años;Femenino;2
2016;CHIQUIMULA;SAN JUAN LA ERMITA;65a a 69 años;Femenino;2
2016;EL PROGRESO;SAN ANTONIO LA PAZ;65a a 69 años;Femenino;1
2016;ESCUINTLA;PUERTO DE SAN JOSÉ;65a a 69 años;Femenino;1
2016;GUATEMALA;MIXCO;65a a 69 años;Femenino;1
2016;GUATEMALA;SAN JUAN SACATEPÉQUEZ;65a a 69 años;Femenino;1
2016;QUETZALTENANGO;GÉNOVA;65a a 69 años;Femenino;1
2016;SUCHITEPEQUEZ;SAN FRANCISCO ZAPOTITLÁN;65a a 69 años;Femenino;1
2016;ZACAPA;LA UNIÓN;65a a 69 años;Femenino;3
2016;ZACAPA;TECULUTÁN;65a a 69 años;Femenino;1
2017;GUATEMALA;GUATEMALA;65a a 69 años;Femenino;2
2018;GUATEMALA;GUATEMALA;65a a 69 años;Femenino;2
2020;JUTIAPA;JUTIAPA;65a a 69 años;Femenino;1
2015;ZACAPA;RÍO HONDO;65a a 69 años;Masculino;1
2015;ZACAPA;ZACAPA;65a a 69 años;Masculino;1
2016;ALTA VERAPAZ;SAN PEDRO CARCHÁ;65a a 69 años;Masculino;1
2016;CHIQUIMULA;CHIQUIMULA;65a a 69 años;Masculino;1
2016;CHIQUIMULA;ESQUIPULAS;65a a 69 años;Masculino;1
2016;CHIQUIMULA;SAN JUAN LA ERMITA;65a a 69 años;Masculino;1
2016;EL PETEN;POPTÚN;65a a 69 años;Masculino;1
2016;EL PETEN;SAN LUIS;65a a 69 años;Masculino;1
2016;ESCUINTLA;GUANAGAZAPA;65a a 69 años;Masculino;1
2016;GUATEMALA;GUATEMALA;65a a 69 años;Masculino;1
2016;JUTIAPA;ASUNCIÓN MITA;65a a 69 años;Masculino;1
2016;JUTIAPA;ATESCATEMPA;65a a 69 años;Masculino;2
2016;QUETZALTENANGO;COLOMBA;65a a 69 años;Masculino;1
2016;QUETZALTENANGO;GÉNOVA;65a a 69 años;Masculino;2
2016;QUICHE;PACHALÚN;65a a 69 años;Masculino;1
2016;SAN MARCOS;MALACATÁN;65a a 69 años;Masculino;1
2016;SANTA ROSA;BARBERENA;65a a 69 años;Masculino;1
2016;SUCHITEPEQUEZ;SAMAYAC;65a a 69 años;Masculino;1
2016;ZACAPA;LA UNIÓN;65a a 69 años;Masculino;1
2017;GUATEMALA;GUATEMALA;65a a 69 años;Masculino;2
2017;QUETZALTENANGO;COLOMBA;65a a 69 años;Masculino;1
2017;SANTA ROSA;BARBERENA;65a a 69 años;Masculino;1
2019;ESCUINTLA;NUEVA CONCEPCIÓN;65a a 69 años;Masculino;1
2015;ZACAPA;ZACAPA;70a+;Femenino;1
2016;ALTA VERAPAZ;SAN PEDRO CARCHÁ;70a+;Femenino;1
2016;CHIQUIMULA;CHIQUIMULA;70a+;Femenino;1
2016;CHIQUIMULA;SAN JUAN LA ERMITA;70a+;Femenino;2
2016;ESCUINTLA;ESCUINTLA;70a+;Femenino;1
2016;GUATEMALA;GUATEMALA;70a+;Femenino;2
2016;GUATEMALA;MIXCO;70a+;Femenino;1
2016;JALAPA;SAN LUIS JILOTEPEQUE;70a+;Femenino;1
2016;JUTIAPA;ATESCATEMPA;70a+;Femenino;3
2016;QUETZALTENANGO;COLOMBA;70a+;Femenino;1
2016;QUICHE;PACHALÚN;70a+;Femenino;1
2016;RETALHULEU;NUEVO SAN CARLOS;70a+;Femenino;1
2016;RETALHULEU;SAN SEBASTIÁN;70a+;Femenino;1
2016;SAN MARCOS;MALACATÁN;70a+;Femenino;1
2016;SANTA ROSA;BARBERENA;70a+;Femenino;2
2016;SANTA ROSA;NUEVA SANTA ROSA;70a+;Femenino;2
2016;SANTA ROSA;ORATORIO;70a+;Femenino;1
2016;SANTA ROSA;PUEBLO NUEVO VIÑAS;70a+;Femenino;1
2016;SANTA ROSA;SAN RAFAEL LAS FLORES;70a+;Femenino;1
2016;ZACAPA;GUALÁN;70a+;Femenino;1
2017;JUTIAPA;ATESCATEMPA;70a+;Femenino;2
2023;EL PETEN;SAN BENITO;70a+;Femenino;1
2024;QUICHE;PACHALÚN;70a+;Femenino;1
2015;ESCUINTLA;TIQUISATE;70a+;Masculino;1
2015;ZACAPA;SAN JORGE;70a+;Masculino;1
2015;ZACAPA;ZACAPA;70a+;Masculino;2
2016;ALTA VERAPAZ;COBÁN;70a+;Masculino;1
2016;CHIQUIMULA;SAN JUAN LA ERMITA;70a+;Masculino;3
2016;EL PETEN;LA LIBERTAD;70a+;Masculino;1
2016;EL PETEN;POPTÚN;70a+;Masculino;1
2016;ESCUINTLA;ESCUINTLA;70a+;Masculino;1
2016;ESCUINTLA;GUANAGAZAPA;70a+;Masculino;1
2016;GUATEMALA;GUATEMALA;70a+;Masculino;2
2016;IZABAL;MORALES;70a+;Masculino;1
2016;QUETZALTENANGO;COLOMBA;70a+;Masculino;1
2016;SAN MARCOS;MALACATÁN;70a+;Masculino;1
2016;SANTA ROSA;CASILLAS;70a+;Masculino;1
2016;SANTA ROSA;NUEVA SANTA ROSA;70a+;Masculino;1
2016;SANTA ROSA;ORATORIO;70a+;Masculino;1
2016;SANTA ROSA;PUEBLO NUEVO VIÑAS;70a+;Masculino;1
2016;ZACAPA;LA UNIÓN;70a+;Masculino;1
2016;ZACAPA;ZACAPA;70a+;Masculino;1
2017;GUATEMALA;GUATEMALA;70a+;Masculino;1
2017;SANTA ROSA;PUEBLO NUEVO VIÑAS;70a+;Masculino;1
2019;CHIQUIMULA;SAN JUAN LA ERMITA;70a+;Masculino;1
2019;GUATEMALA;GUATEMALA;70a+;Masculino;1
2021;BAJA VERAPAZ;SALAMÁ;70a+;Masculino;2
